Line Number,Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level,Date Inserted,InsertSource,Data Version,Access Permission,Update Frequency,Aggregation Level,Data Accuracy
189,1996,Aug,CA,52000,44200,7800,0.15,Wholesale Trade,Female,Associate's degree,8/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
190,1996,Aug,NY,15282000,7800500,7481500,0.489562884,Healthcare,Male,Master's degree,8/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
191,1996,Aug,NY,52000,44200,7800,0.15,Manufacturing,Female,Associate's degree,8/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
192,1996,Sep,NY,62000,52700,9300,0.15,Finance,Male,Bachelor's degree,9/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
193,1996,Sep,NY,40000,34000,6000,0.15,Agriculture,Female,High school diploma,9/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
194,1996,Sep,CA,66000,52700,13300,0.201515152,Finance,Male,Bachelor's degree,9/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
195,1996,Sep,CA,11374000,11134000,240000,0.021100756,Agriculture,Female,High school diploma,9/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
196,1996,Oct,NY,87000,73950,13050,0.15,Energy,Male,Bachelor's degree,10/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
197,1996,Oct,NY,46000,39100,6900,0.15,Healthcare,Female,High school diploma,10/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
198,1996,Oct,CA,118000,73950,44050,0.373305085,Energy,Male,Bachelor's degree,10/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
199,1996,Oct,CA,66000,39100,26900,0.407575758,Healthcare,Female,High school diploma,10/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
200,1996,Nov,CA,60000,51000,9000,0.15,Manufacturing,Male,Master's degree,11/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
201,1996,Nov,CA,39000,33150,5850,0.15,Retail,Female,Associate's degree,11/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
202,1996,Nov,NY,80000,68000,12000,0.15,Manufacturing,Male,Master's degree,11/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
203,1996,Nov,NY,52000,44200,7800,0.15,Retail,Female,Associate's degree,11/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
204,1996,Dec,NY,46000,39100,6900,0.15,Education,Male,Bachelor's degree,12/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
205,1996,Dec,NY,30000,25500,4500,0.15,Healthcare,Female,High school diploma,12/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
206,1996,Dec,CA,15301000,14138000,1163000,0.076008104,Education,Male,Bachelor's degree,12/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
207,1996,Dec,CA,11389000,10531000,858000,0.07533585,Healthcare,Female,High school diploma,12/1/1996,Web,V2.3,Public,Monthly,Country,Highly Random
208,1997,Jan,NY,98000,83300,14700,0.15,Agriculture,Male,Bachelor's degree,1/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
209,1997,Jan,NY,51000,43350,7650,0.15,Healthcare,Female,High school diploma,1/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
210,1997,Jan,CA,7364000,6833000,531000,0.07210755,Wholesale Trade,Male,Bachelor's degree,1/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
211,1997,Jan,CA,15301000,14138000,1163000,0.076008104,Healthcare,Female,High school diploma,1/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
212,1997,Feb,CA,66000,56100,9900,0.15,Finance,Male,Master's degree,2/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
213,1997,Feb,CA,43000,36550,6450,0.15,Retail,Female,Associate's degree,2/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
214,1997,Feb,NY,11404000,10546000,858000,0.075236759,Finance,Male,Master's degree,2/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
215,1997,Feb,NY,9309000,8673000,636000,0.06832098,Retail,Female,Associate's degree,2/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
216,1997,Mar,CA,15282000,14079000,1203000,0.078720063,Education,Female,Bachelor's degree,3/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
217,1997,Mar,CA,11374000,10516000,858000,0.075435203,Healthcare,Male,High school diploma,3/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
218,1997,Mar,NY,6886000,6420000,466000,0.067673541,Education,Female,Bachelor's degree,3/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
219,1997,Mar,NY,9723000,9021000,702000,0.072199938,Healthcare,Male,High school diploma,3/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
220,1997,Apr,NY,9226000,8558000,668000,0.072404075,Manufacturing,Female,Master's degree,4/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
221,1997,Apr,NY,6813000,6332000,481000,0.070600323,Retail,Male,Associate's degree,4/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
222,1997,Apr,CA,98000,83300,14700,0.15,Manufacturing,Female,Master's degree,4/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
223,1997,Apr,CA,51000,43350,7650,0.15,Retail,Male,Associate's degree,4/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
224,1997,May,NY,9642000,8929000,713000,0.073947314,Finance,Female,High school diploma,5/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
225,1997,May,NY,7364000,6833000,531000,0.07210755,Energy,Male,Bachelor's degree,5/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
226,1997,May,CA,46000,39100,6900,0.15,Finance,Female,High school diploma,5/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
227,1997,May,CA,30000,25500,4500,0.15,Energy,Male,Bachelor's degree,5/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
228,1997,Jun,CA,15301000,14138000,1163000,0.076008104,Agriculture,Female,High school diploma,6/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
229,1997,Jun,CA,11389000,10531000,858000,0.07533585,Healthcare,Male,Bachelor's degree,6/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
230,1997,Jun,NY,9800000,9082500,717500,0.073214286,Agriculture,Female,High school diploma,6/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
231,1997,Jun,NY,8700000,8047500,652500,0.075,Healthcare,Male,Bachelor's degree,6/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
232,1997,Jul,NY,9277000,8626000,651000,0.070173547,Education,Female,Associate's degree,7/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
233,1997,Jul,NY,6886000,6420000,466000,0.067673541,Retail,Male,Bachelor's degree,7/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
234,1997,Jul,CA,9800000,9082500,717500,0.073214286,Education,Female,Associate's degree,7/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
235,1997,Jul,CA,8700000,8047500,652500,0.075,Retail,Male,Bachelor's degree,7/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
236,1997,Aug,NY,9723000,9021000,702000,0.072199938,Manufacturing,Female,High school diploma,8/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
237,1997,Aug,NY,7457000,6923000,534000,0.071610567,Healthcare,Male,Bachelor's degree,8/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
238,1997,Aug,CA,9723000,9021000,702000,0.072199938,Manufacturing,Female,High school diploma,8/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
239,1997,Aug,CA,6723000,4621000,2102000,0.31265804,Healthcare,Male,Bachelor's degree,8/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
240,1997,Sep,CA,9226000,8558000,668000,0.072404075,Energy,Female,Associate's degree,9/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
241,1997,Sep,CA,11404000,10546000,858000,0.075236759,Education,Male,High school diploma,9/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
242,1997,Sep,NY,8700000,8047500,652500,0.075,Energy,Female,Associate's degree,9/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
243,1997,Sep,NY,9277000,8626000,651000,0.070173547,Wholesale Trade,Male,High school diploma,9/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
244,1997,Oct,NY,9309000,8673000,636000,0.06832098,Healthcare,Female,Bachelor's degree,10/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
245,1997,Oct,NY,6935000,6472000,463000,0.066762797,Retail,Male,Bachelor's degree,10/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
246,1997,Oct,CA,11389000,10531000,858000,0.07533585,Healthcare,Female,Bachelor's degree,10/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
247,1997,Oct,CA,9800000,9082500,717500,0.073214286,Retail,Male,Bachelor's degree,10/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
248,1997,Nov,CA,15450000,14460000,990000,0.06407767,Healthcare,Male,Master's degree,11/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
249,1997,Nov,CA,9800000,9082500,717500,0.073214286,Retail,Female,High school diploma,11/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
250,1997,Nov,NY,9870000,9169500,700500,0.070972644,Healthcare,Male,Master's degree,11/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
251,1997,Nov,NY,8800000,8154000,646000,0.073409091,Retail,Female,High school diploma,11/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
252,1997,Dec,NY,8700000,8047500,652500,0.075,Finance,Male,Bachelor's degree,12/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
253,1997,Dec,NY,5500000,5115000,385000,0.07,Education,Female,Associate's degree,12/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
254,1997,Dec,CA,8700000,8047500,652500,0.075,Finance,Male,Bachelor's degree,12/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
255,1997,Dec,CA,9723000,9021000,702000,0.072199938,Education,Female,Associate's degree,12/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
256,1998,Jan,NY,10015000,9266000,749000,0.074787818,Manufacturing,Male,Bachelor's degree,1/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
257,1998,Jan,NY,6400000,5908000,492000,0.076875,Agriculture,Female,High school diploma,1/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
258,1998,Jan,CA,10060000,9318000,742000,0.073757455,Manufacturing,Male,Bachelor's degree,1/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
259,1998,Jan,CA,872000,806000,66000,0.075688073,Agriculture,Female,High school diploma,1/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
260,1998,Feb,CA,15620000,14615000,1005000,0.064340589,Healthcare,Male,Master's degree,2/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
261,1998,Feb,CA,9870000,9169500,700500,0.070972644,Retail,Female,High school diploma,2/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
262,1998,Feb,NY,9870000,9169500,700500,0.070972644,Healthcare,Male,Master's degree,2/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
263,1998,Feb,NY,8800000,8154000,646000,0.073409091,Retail,Female,High school diploma,2/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
264,1998,Mar,NY,8800000,8154000,646000,0.073409091,Finance,Male,Bachelor's degree,3/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
265,1998,Mar,NY,5600000,5196000,404000,0.072142857,Education,Female,Associate's degree,3/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
266,1998,Mar,CA,341000,316000,25000,0.073313783,Finance,Male,Bachelor's degree,3/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
267,1998,Mar,CA,6400000,5944000,456000,0.07125,Education,Female,Associate's degree,3/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
268,1998,Apr,NY,10060000,9318000,742000,0.073757455,Manufacturing,Male,Bachelor's degree,4/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
269,1998,Apr,NY,6400000,5944000,456000,0.07125,Agriculture,Female,High school diploma,4/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
270,1998,Apr,CA,46000,39100,6900,0.15,Manufacturing,Male,Bachelor's degree,4/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
271,1998,Apr,CA,30000,25500,4500,0.15,Agriculture,Female,High school diploma,4/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
272,1998,May,CA,15720000,14750000,970000,0.061704835,Healthcare,Male,Master's degree,5/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
273,1998,May,CA,9880000,9258000,622000,0.062955466,Retail,Female,High school diploma,5/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
274,1998,May,NY,135000,121500,13500,0.1,Healthcare,Male,Master's degree,5/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
275,1998,May,NY,95000,85500,9500,0.1,Retail,Female,High school diploma,5/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
276,1998,Jun,NY,8850000,8255000,595000,0.067231638,Wholesale Trade,Male,Bachelor's degree,6/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
277,1998,Jun,NY,10060000,9318000,742000,0.073757455,Manufacturing,Male,Bachelor's degree,6/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
278,1998,Jun,NY,118000,73950,44050,0.373305085,Finance,Male,Bachelor's degree,6/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
279,1998,Jun,NY,66000,39100,26900,0.407575758,Manufacturing,Male,Bachelor's degree,6/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
280,1998,Jul,NY,872000,806000,66000,0.075688073,Retail,Male,Bachelor's degree,7/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
281,1998,Jul,NY,458000,425000,33000,0.072052402,Finance,Female,High school diploma,7/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
282,1998,Jul,CA,82000,76840,5160,0.062926829,Retail,Male,Bachelor's degree,7/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
283,1998,Jul,CA,145000,123250,21750,0.15,Finance,Female,High school diploma,7/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
284,1998,Aug,CA,651000,606000,45000,0.069124424,Healthcare,Male,Master's degree,8/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
285,1998,Aug,CA,382000,354000,28000,0.073298429,Manufacturing,Female,Bachelor's degree,8/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
286,1998,Aug,NY,120000,112800,7200,0.06,Healthcare,Male,Master's degree,8/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
287,1998,Aug,NY,82000,76840,5160,0.062926829,Manufacturing,Female,Bachelor's degree,8/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
288,1998,Sep,NY,473000,440000,33000,0.069767442,Education,Male,High school diploma,9/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
289,1998,Sep,NY,316000,292000,24000,0.075949367,Energy,Female,Associate's degree,9/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
290,1998,Sep,CA,150000,135000,15000,0.1,Education,Male,High school diploma,9/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
291,1998,Sep,CA,95000,85500,9500,0.1,Energy,Female,Associate's degree,9/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
292,1998,Oct,NY,817000,754000,63000,0.077111383,Agriculture,Male,Bachelor's degree,10/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
293,1998,Oct,NY,407000,378000,29000,0.071253071,Retail,Female,High school diploma,10/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
294,1998,Oct,CA,125000,115625,9375,0.075,Agriculture,Male,Bachelor's degree,10/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
295,1998,Oct,CA,110000,101400,8600,0.078181818,Retail,Female,High school diploma,10/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
296,1998,Nov,CA,612000,568000,44000,0.071895425,Healthcare,Male,Master's degree,11/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
297,1998,Nov,CA,360000,334000,26000,0.072222222,Manufacturing,Female,Bachelor's degree,11/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
298,1998,Nov,NY,125000,118125,6875,0.055,Healthcare,Male,Master's degree,11/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
299,1998,Nov,NY,85000,79875,5125,0.060294118,Manufacturing,Female,Bachelor's degree,11/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
300,1998,Dec,NY,455000,421000,34000,0.074725275,Education,Male,High school diploma,12/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
301,1998,Dec,NY,301000,279000,22000,0.073089701,Energy,Female,Associate's degree,12/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
302,1998,Dec,CA,59000,53000,6000,0.101694915,Education,Male,High school diploma,12/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
303,1998,Dec,CA,118000,107000,11000,0.093220339,Energy,Female,Associate's degree,12/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
304,1999,Jan,NY,798000,740000,58000,0.072681704,Agriculture,Male,Bachelor's degree,1/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
305,1999,Jan,NY,397000,369000,28000,0.070528967,Retail,Female,High school diploma,1/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
306,1999,Jan,CA,230000,207000,23000,0.1,Agriculture,Male,Bachelor's degree,1/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
307,1999,Jan,CA,120000,108000,12000,0.1,Retail,Female,High school diploma,1/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
308,1999,Feb,CA,583000,541000,42000,0.072041166,Healthcare,Male,Master's degree,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
309,1999,Feb,CA,341000,316000,25000,0.073313783,Manufacturing,Female,Bachelor's degree,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
310,1999,Feb,NY,160000,148800,11200,0.07,Healthcare,Male,Master's degree,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
311,1999,Feb,NY,82000,75960,6040,0.073658537,Manufacturing,Female,Bachelor's degree,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
312,1999,Mar,NY,6400000,5944000,456000,0.07125,Wholesale Trade,Female,High school diploma,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
313,1999,Mar,NY,180000,162000,18000,0.1,Energy,Male,Bachelor's degree,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
314,1999,Mar,CA,105000,98625,6375,0.060714286,Healthcare,Female,High school diploma,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
315,1999,Mar,CA,85000,79500,5500,0.064705882,Energy,Male,Bachelor's degree,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
316,1999,Apr,CA,140000,126000,14000,0.1,Manufacturing,Male,Bachelor's degree,4/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
317,1999,Apr,CA,105000,94500,10500,0.1,Retail,Female,High school diploma,4/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
318,1999,Apr,NY,63000,57000,6000,0.095238095,Manufacturing,Male,Bachelor's degree,4/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
319,1999,Apr,NY,126000,115000,11000,0.087301587,Retail,Female,High school diploma,4/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
320,1999,May,NY,115000,103500,11500,0.1,Finance,Male,Master's degree,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
321,1999,May,NY,75000,67500,7500,0.1,Education,Female,Associate's degree,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
322,1999,May,CA,84000,76600,7400,0.088095238,Finance,Male,Master's degree,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
323,1999,May,CA,178000,161200,16800,0.094382022,Education,Female,Associate's degree,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
324,1999,Jun,NY,160000,144000,16000,0.1,Agriculture,Male,Bachelor's degree,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
325,1999,Jun,NY,85000,76500,8500,0.1,Healthcare,Female,High school diploma,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
326,1999,Jun,CA,120000,118000,2000,0.016666667,Agriculture,Male,Bachelor's degree,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
327,1999,Jun,CA,170000,153100,16900,0.099411765,Healthcare,Female,High school diploma,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
328,1999,Jul,CA,140000,126000,14000,0.1,Manufacturing,Male,Bachelor's degree,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
329,1999,Jul,CA,105000,94500,10500,0.1,Retail,Female,High school diploma,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
330,1999,Jul,NY,98000,78300,19700,0.201020408,Wholesale Trade,Male,Bachelor's degree,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
331,1999,Jul,NY,211000,144900,66100,0.313270142,Retail,Female,High school diploma,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
332,1999,Aug,NY,115000,103500,11500,0.1,Finance,Male,Master's degree,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
333,1999,Aug,NY,75000,67500,7500,0.1,Education,Female,Associate's degree,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
334,1999,Aug,CA,180000,142000,38000,0.211111111,Finance,Male,Master's degree,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
335,1999,Aug,CA,105000,95500,9500,0.09047619,Education,Female,Associate's degree,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
336,1999,Sep,NY,190000,171000,19000,0.1,Energy,Male,Bachelor's degree,9/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
337,1999,Sep,NY,100000,90000,10000,0.1,Healthcare,Female,High school diploma,9/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
